chapter_id,title_en,title_jp,title_romaji,arc,volume,viz_release_date,wsj_release_date_jp,wsj_issue,pages,summary_short_paraphrase,beats_predicate,characters_core,locations_core,threads_opened,threads_closed,source_url,source_attribution_title,source_attribution_author,source_license
49,Storm,嵐,,,6,,"July 18, 1998 [ref]",1998 Issue 34,18,"The  man that destroyed Don Krieg 's fleet is revealed to be the same man that Zoro has been looking for. Learning that such strange incidences and powerful people will be common in the Grand Line, the Straw Hat Pirates receive even more inspiration to sail it. Despite having just barely made it back from the Grand Line, Don Krieg decides that they will be stealing the Baratie as a means to return to it.",[],"['Don Krieg', 'Grand Line', 'Straw Hat Pirates', 'Baratie', 'Luffy', 'Zoro', 'Usopp', 'Going Merry', 'Nami', 'Zeff', 'man']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_49,Chapter 49 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
50,A Parting of Ways,己々が路,,,6,,"July 27, 1998 [ref]",1998 Issue 35,19,"The Straw Hat Pirates discover Nami s Greatest Swordsman. The Straw Hats initially make plans to go after Nami, but this plan is halted when Zoro decides to challenge Mihawk to a duel. Nami sails away deeply hurt about leaving good people behind, but also wonders if she'll ever be free.",[],"['Straw Hat Pirates', 'Nami', 'Zoro', 'Dracule Mihawk']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_50,Chapter 50 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
51,Zolo Overboard,ロロノア・ゾロ海に散る,,,6,,"August 3, 1998 [ref]",1998 Issue 36,19,"Roronoa Zoro begins battle with Dracule Mihawk, hoping to earn the title of Worlds defeat, Mihawk promises that he will remember his name. Zoro is cut down with all but one of his swords destroyed, but he humbles himself and seems to find solace in having been able to witness the greatest in the world.",[],"['Roronoa Zoro', 'Dracule Mihawk', 'one']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_51,Chapter 51 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
52,The Oath,誓い,,,6,,"August 10, 1998 [ref]",1998 Issue 37-38,20,"Roronoa Zoro has been utterly defeated and nearly killed by Dracule Mihawk. Luffy attacks Mihawk out of anger, but he reveals that Zoro is still alive. Johnny, Yosaku, and Usopp recover Zoros Greatest Swordsman.",[],"['Roronoa Zoro', 'Dracule Mihawk', 'Johnny', 'Yosaku', 'Usopp', 'Nami', 'Baratie', 'Don Krieg']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_52,Chapter 52 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
53,Mackerel Head,サバガシラ1号,,,6,,"August 24, 1998 [ref]",1998 Issue 39,19,Don Krieg orders his crew to attack Baratie so that he may take it for himself. Luffy makes a deal with Zeff to get out of his servitude as a waiter for a year. Luffy starts fighting against Krieg and his crew.,[],"['Don Krieg', 'Baratie', 'Luffy', 'Zeff', 'Sanji']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_53,Chapter 53 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
54,Pearl,パールさん,,,7,,"August 31, 1998 [ref]",1998 Issue 40,19,"The Baratie chefs wage war on the Don Krieg pirates. Both asserting to be more powerful. Sanji fights one of Don Krieg's men claiming to be invincible, Pearl.",[],"['Sanji', 'Pearl']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_54,Chapter 54 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
55,Jungle Blood,JUNGLE BLOOD,,,7,,"September 7, 1998 [ref]",1998 Issue 41,19,"After receiving his first bloody nose, Pearl is driven crazy with anger. However, Sanji continues to fight him. Meanwhile, Gin has taken Zeff hostage.",[],"['Pearl', 'Sanji', 'Gin', 'Zeff']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_55,Chapter 55 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
56,I Refuse,やなこった,,,7,,"September 14, 1998 [ref]",1998 Issue 42,20,"Sanji decides to sacrifice himself in order to save Zeff. While doing that, Sanji remembers 9 years ago when he first met Zeff.",[],"['Sanji', 'Zeff']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_56,Chapter 56 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
57,If You Have a Dream,夢在るがゆえ,,,7,,"September 21, 1998 [ref]",1998 Issue 43,19,"Sanjis ship is attacked by Zeff and his crew. Suddenly a storm comes up and Sanji goes overboard due to a massive wave. Against all expectation, Zeff jumps into the sea to save him.",[],"['Sanji', 'Zeff']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_57,Chapter 57 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
58,The Crap-Geezer,クソジジイ,,,7,,"September 28, 1998 [ref]",1998 Issue 44,19,Sanji s 85 foodless days.,[],['Sanji'],[],[],[],https://onepiece.fandom.com/wiki/Chapter_58,Chapter 58 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
59,Sanji's Debt,恩,,,7,,"October 5, 1998 [ref]",1998 Issue 45,19,"In order to save Sanji 's life, Luffy decides to destroy the Baratie. While they are arguing, Pearl attacks them but Gin knocks him out as he wants to kill Sanji himself.",[],"['Sanji', 'Luffy', 'Baratie', 'Pearl', 'Gin']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_59,Chapter 59 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
60,Resolution,ケジメ,,,7,,"October 12, 1998 [ref]",1998 Issue 46,19,The fierce battle between Sanji vs Gin and Luffy vs Don Krieg begins.,[],"['Sanji', 'Gin', 'Luffy', 'Don Krieg']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_60,Chapter 60 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
61,The Demon,鬼,,,7,,"October 19, 1998 [ref]",1998 Issue 47,20,"Sanji and Gin start to fight but their strength is equal. Meanwhile, Luffy attacks Don Krieg, but the armored pirate does not want a direct fight and, instead, pushes back Luffy by throwing needles at him. At the same time, Gin has made a decisive move toward Sanji, but when he is about to give the final blow, he stops himself in tears, unable to kill the only man who has ever shown him kindness.",[],"['Sanji', 'Gin', 'Luffy', 'Don Krieg']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_61,Chapter 61 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
62,MH5,M ・ H ・ 5,,,7,,"October 26, 1998 [ref]",1998 Issue 48,19,"Don Krieg is disappointed with Gin's decision to disobey him and refuse to kill Sanji. He decides to kill Gin, his own commander, through his poison gas MH5. Luffy and Sanji attempt to convince Gin that his captain is not worth his life.",[],"['Krieg', 'Sanji', 'Gin', 'Luffy']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_62,Chapter 62 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
63,I Won't Die,死なねェよ,,,8,,"November 2, 1998 [ref]",1998 Issue 49,19,"Luffy runs after Don Krieg as he is upset for the way he has treated Gin. Meanwhile, Patty and Carne give Gin extracted antidote from a gas mask, as he is suffering from Kriegs move and fires several spikes at him from his weapon. Luffy does not waver and accepts the pain in order to get closer to the enemy.",[],"['Luffy', 'Don Krieg', 'Gin', 'Patty', 'Carne']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_63,Chapter 63 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
64,The Mighty Battle Spear,大戦槍,,,8,,"November 9, 1998 [ref]",1998 Issue 50,18,"Don Krieg brandishes his strongest weapon, the Great Battle Spear, which he uses to seemingly dominate Luffy. However, Luffy manages to break the tip of it.",[],"['Don Krieg', 'Great Battle Spear', 'Luffy']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_64,Chapter 64 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
65,Prepared,覚悟,,,8,,"November 16, 1998 [ref]",1998 Issue 51,19,"While Don Krieg brags to Luffy that only the strongest can win and that his armor is indestructible, Luffy believes he is strong enough to win the fight against Krieg. Each time Don Krieg throws a new attack at him, Luffy dodges and punches him. Finally after a Gomu Gomu no Bazooka attack, Don Krieg's armor is shattered into pieces.",[],"['Don Krieg', 'Luffy', 'Gomu Gomu no Bazooka']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_65,Chapter 65 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
66,The Chewed-up Spear,噛み殺した槍,,,8,,"November 21, 1998 [ref]",1998 Issue 52,19,"His armor destroyed, Don Krieg shows his last trick by catching Luffy with a net. Unable to swim, the rubber boy will drown. However, Luffy has not said his last word, uncaring about falling into the sea soon, he sends to Don Krieg an ultimate attack which knocks the pirate out.",[],"['armor', 'Don Krieg', 'Luffy', 'Sanji', 'Gin']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_66,Chapter 66 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
67,The Soup,SOUP,,,8,,"November 30, 1998 [ref]",1999 Issue 1,19,"Luffy recovers from his fight after the departure of Krieg Pirates. He realizes that his debt to Zeff has been fulfilled and is now free to leave. He wants Sanji to come with but the stubborn cook does not want to leave the restaurant, despite his dream of finding the All Blue.",[],"['Luffy', 'Krieg Pirates', 'Zeff', 'Sanji', 'All Blue']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_67,Chapter 67 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
68,The Fourth Person,4人目,,,8,,"December 7, 1998 [ref]",1999 Issue 2-3,19,Sanji becomes the fourth member of the Straw Hat Pirates.,[],"['Sanji', 'Straw Hat Pirates']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_68,Chapter 68 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
69,Arlong Park,アーロンパーク,,,8,,"December 19, 1998 [ref]",1999 Issue 4-5,20,"Yosaku explains to Luffy and Sanji about the Seven Warlords of the Sea. Meanwhile, Nezumi, a corrupt Marine officer, pays a visit to Arlong and his pirate crew.",[],"['Yosaku', 'Luffy', 'Sanji', 'Seven Warlords of the Sea', 'Nezumi', 'Marine', 'Arlong', 'pirate crew']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_69,Chapter 69 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
70,The Great Adventure of Usopp the Man,男ウソップ大冒険,,,8,,"January 4, 1999 [ref]",1999 Issue 6,21,Zoro arrives at Arlong Park. Nojiko is introduced and revealed to be Nami 's sister.,[],"['Zoro', 'Arlong Park', 'Nojiko', 'Nami']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_70,Chapter 70 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
71,Lords of All Creation,万物の霊長,,,8,,"January 11, 1999 [ref]",1999 Issue 7,19,Usopp discovers Nami's family and what her true intentions were when joining the Straw Hats. Zoro is captured by Arlong in Arlong Park and discovers that Nami has been working with Arlong from day one.,[],"['Usopp', 'Arlong', 'Arlong Park']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_71,Chapter 71 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
72,Proper Living,分相応,,,9,,"January 18, 1999 [ref]",1999 Issue 8,19,Arlong tries to kill Genzo in order to remind the people of Cocoyasi Village that it is useless to resist the will of the Arlong Pirates. Genzo is saved thanks to Usopp.,[],"['Arlong', 'Genzo', 'Cocoyasi Village', 'Arlong Pirates', 'Usopp']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_72,Chapter 72 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
73,Monsters of the Grand Line,"""偉大なる航路""から来た怪物",,,9,,"January 25, 1999 [ref]",1999 Issue 9,19,"Zoro knocks out all of the fish-men and has Hatchan tow him to Cocoyasi Village. Sanji, Luffy, and Yosaku run into Momoo, the monster of Grand Line who destroyed Gosa Village and chase him off. Arlong comes back to find what Zoro has done.",[],"['Zoro', 'fish-men', 'Hatchan', 'Cocoyasi Village', 'Sanji', 'Luffy', 'Yosaku', 'Momoo', 'Grand Line', 'Gosa Village', 'Arlong', 'Usopp']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_73,Chapter 73 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
74,Business,仕事,,,9,,"February 1, 1999 [ref]",1999 Issue 10,19,"Arlong s point of view, he watches her stabs him and plunge him into the sea. Satisfied by this behavior to be worthy of a true Arlong Pirate, the fish-men congratulate her. However she tells him that she only did that so that she could buy the village Arlong promised her.",[],"['Arlong', 'fish-men', 'Zoro', 'Cocoyasi Village', 'pirates', 'swordsman', 'Nami', 'Usopp', 'village', 'Johnny', 'Hatchan', 'Luffy']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_74,Chapter 74 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
75,Of Maps and Fish-Men,海図と魚人,,,9,,"February 8, 1999 [ref]",1999 Issue 11,19,"Luffy and Sanji arrive on Nami 's home island. The two of them regroup with Zoro and Johnny. Meanwhile, the Arlong Pirates show off their incredible power by easily destroying a Marine ship led by Commodore Pudding Pudding.",[],"['Luffy', 'Sanji', 'Nami', 'home island', 'Zoro', 'Johnny', 'Arlong Pirates', 'Marine ship', 'Commodore', 'Pudding Pudding']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_75,Chapter 75 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
76,Sleep,ねる,,,9,,"February 15, 1999 [ref]",1999 Issue 12,19,"Nami tells the Straw Hat Pirates to leave the island and stay away from Arlong. She tells Luffy that they are not her crewmates and that she never saw them as such. Luffy decides to go to sleep on the spot, which infuriates her.",[],"['Nami', 'Straw Hat Pirates', 'island', 'Arlong', 'Luffy', 'Usopp', 'Nojiko', '16th Branch', 'Marines', 'captain', 'Nezumi', 'village']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_76,Chapter 76 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
77,The First Step Toward a Dream,夢の一歩,,,9,,"February 22, 1999 [ref]",1999 Issue 13,19,"Nami's childhood, love is more important than blood.",[],[],[],[],[],https://onepiece.fandom.com/wiki/Chapter_77,Chapter 77 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
78,"""Belle-Mère""",ベルメールさん,,,9,,"March 1, 1999 [ref]",1999 Issue 14,19,"10 years ago, Arlong took a tribute from every adult and child in Cocoyasi Village as he declared it his property. Bell-mère could not pay for her and her two adoptive daughters. She sacrificed herself instead of admitting that the little girls were not related to her.",[],"['Arlong', 'Cocoyasi Village', 'Bell-mère']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_78,Chapter 78 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
79,To Live,生きる,,,9,,"March 8, 1999 [ref]",1999 Issue 15,19,"After being kidnapped, Nami became a member of Arlong 's crew.",[],"['Nami', 'Arlong']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_79,Chapter 79 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
80,A Thief Is a Thief,罪は罪,,,9,,"March 15, 1999 [ref]",1999 Issue 16,19,"Nojiko tells the Straw Hats of Namis and her own freedom from Arlong. Meanwhile, the Marine Captain of the 16th Branch, Nezumi, arrives at Cocoyasi Village to steal all the money that Nami had earned over the years. Nami realizes that the Marines coming after her money was actually Arlong's doing, so she confronts him, saying he broke their agreement.",[],"['Nojiko', 'Straw Hats', 'Cocoyasi Village', 'Nami', 'Arlong', 'Nezumi']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_80,Chapter 80 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
81,Tears,涙,,,9,,"March 20, 1999 [ref]",1999 Issue 17,19,"After Arlong has Nezumi steal the money Nami saved up to purchase Cocoyasi Village s pleas. Luffy then comes upon Nami, and she breaks down, asking for his help to defeat Arlong. Luffy and the Straw Hats readily oblige, and Luffy breaks into Arlong Park as he confronts Arlong.",[],"['Arlong', 'Nezumi', 'Nami', 'Cocoyasi Village', 'Luffy', 'Arlong Park']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_81,Chapter 81 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
82,"OK, Let's STAND UP!","OK , Let's STAND UP !",,,10,,"March 29, 1999 [ref]",1999 Issue 18,19,Luffy confronts Arlong while the rest of the crew fight the other fish-men.,[],"['Luffy', 'Arlong']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_82,Chapter 82 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
83,Luffy in Black,ルフィ IN BLACK,,,10,,"April 5, 1999 [ref]",1999 Issue 19,19,"Luffy, Zoro, Usopp, and Sanji confront Arlong, Hatchan, Chew, and Kuroobi. Usopp accidentally attacks Chew and is chased out of Arlong Park, while Luffy ends up getting his feet stuck in the concrete. Arlong picks up the concrete Luffy is trapped in and throws him into the pool, leaving him stuck underwater.",[],"['Luffy', 'Zoro', 'Usopp', 'Sanji', 'Arlong', 'Hatchan', 'Chew', 'Kuroobi', 'Arlong Park']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_83,Chapter 83 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
